Période;Valeur;Code;Type;Sous-type;Base;Population;Zone concernée;Code COICOP;Désignation COICOP;Série arrêtée;Référence INSEE
2023-02-01;99.39;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.3.1.3;Appareils de cuisson;Non;1764037
2023-02-01;107.33;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.5;Outillage et autre matériel pour la maison et le jardin;Non;1764054
2023-02-01;99.9;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.2.2;Services dentaires;Non;1764084
2023-02-01;107.35;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.2.3.2;Cures thermales, transport sanitaire et location de matériel thérapeutique;Non;1764088
2023-02-01;129.82;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.2;Transport routier de passagers;Non;1764119
2023-02-01;55.84;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;08.2.0.2;Téléphones portables;Non;1764140
2023-02-01;112.39;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.2.2;Instruments de musique et biens durables destinés aux loisirs d'intérieur;Non;1764172
2023-02-01;120.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.4;Animaux de compagnie et articles connexes;Non;1764188
2023-02-01;115.15;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.4.9;Autres articles de papeterie et de dessin;Non;1764219
2023-02-01;165.86;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.6.0.2;Forfaits touristiques internationaux;Non;1764222
2023-02-01;116.05;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;11;Restaurants et hôtels;Non;1764230
2023-02-01;113.24;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.4.0.2;Maisons de retraite pour personnes âgées et foyers pour handicapés;Non;1764265
2023-02-01;111.2;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.6;Services financiers n.c.a.;Non;1764274
2023-02-01;6.2;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;;Ensemble hors tabac;Non;1768560
2023-02-01;5.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Métropole;;Produits manufacturés hors habillement et chaussures : var/mois corresp. De l’année préc.;Non;10607633
2023-02-01;0.8;A;Indice d'inflation sous-jacente;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Produits manufacturés;Non;1768649
2023-02-01;0.0;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.2;Tabac;Non;1768653
2023-02-01;96.75;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Services : Communications;Non;1769700
2023-02-01;151.94;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Tabac;Non;1769716
2023-02-01;111.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Services : Transports et communications;Non;1769729
2023-02-01;112.23;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Autres services;Non;1769730
2023-02-01;109.26;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Autres services;Non;1769754
2023-02-01;109.36;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Ensemble hors produits frais;Non;1769784
2023-02-01;113.0;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Mayotte;;Services : Transports;Non;10760806
2023-02-01;14.8;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Alimentation;Non;1761326
2023-02-01;14.8;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Alimentation : Autres produits alimentaires;Non;1761328
2022-04-01;110.32;A;Indice d'inflation sous-jacente;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Services;Non;1769685
2022-04-01;127.16;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;07.2;Dépenses d'utilisation des véhicules;Non;1763389
2022-04-01;96.44;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.9.4;Plats cuisinés n.c.a.;Non;1763480
2022-04-01;104.64;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.1.1.9;Autres meubles et articles d'ameublement;Non;1763571
2022-04-01;98.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.6.2.3;Location de meubles et d'articles ménagers;Non;1763619
2022-04-01;130.16;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.2.2.2;Essence;Non;1763657
2022-04-01;89.44;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.3.4.1;Transport maritime de passagers;Non;1763677
2022-04-01;102.35;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.7.0.2;Services juridiques et de comptabilité;Non;1763831
2022-04-01;104.86;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03;Articles d'habillement et chaussures;Non;1763958
2022-04-01;104.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.1.1.3;Luminaires;Non;1764019
2022-04-01;88.48;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.3.1.2;Lave-linges, sèche-linges et lave-vaisselles;Non;1764036
2022-04-01;103.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.5.1;Gros outillage et matériel;Non;1764055
2022-04-01;101.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.2.1.1;Pneumatiques;Non;1764101
2022-04-01;81.1;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.4.9;Autres supports d'enregistrement;Non;1764164
2022-04-01;155.91;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.6.0;Forfaits touristiques;Non;1764221
2022-04-01;106.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;11.1.2.0;Cantines;Non;1764236
2022-04-01;0.2;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Services de santé;Non;1768574
2022-04-01;2.9;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Ensemble hors énergie;Non;1768579
2022-04-01;3.3;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation : Autres produits alimentaires;Non;1768598
2022-04-01;0.4;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble hors tabac;Non;1768671
2022-04-01;112.06;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Autres services;Non;1769730
2022-04-01;110.35;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Alimentation;Non;1769741
2022-04-01;84.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Produits manufacturés : Produits de santé;Non;1769746
2022-05-01;107.89;A;Indice d'inflation sous-jacente;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;I.A.A hors viandes, produits laitiers et exotiques, y compris vins et champagnes;Non;1769683
2022-05-01;97.44;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;05.3;Appareils ménagers;Non;1763380
2022-05-01;129.56;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;07.2;Dépenses d'utilisation des véhicules;Non;1763389
2022-05-01;127.61;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.3;Poissons et fruits de mer;Non;1763437
2022-05-01;105.82;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.4.3;Lait longue conservation, en poudre ou concentré;Non;1763447
2022-05-01;111.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.4.2;Réparation et location d'articles d'habillement;Non;1763521
2022-05-01;108.1;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.4;Alimentation en eau et services divers liés au logement;Non;1763543
2022-05-01;77.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.1.3.1;Ordinateurs personnels;Non;1763709
2022-05-01;106.02;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.4;Services récréatifs et culturels;Non;1763744
2022-05-01;163.58;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.6.0.2;Forfaits touristiques internationaux;Non;1763773
2022-05-01;111.65;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.1.1.2;Coiffure pour femmes;Non;1763797
2022-05-01;117.27;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.3.1.;Articles de bijouterie et horlogerie;Non;1763805
2022-05-01;114.96;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.4.0.1;Services de garde d'enfants;Non;1763815
2022-05-01;113.42;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Alimentation y compris restaurants, cantines, cafés;Non;1763856
2022-05-01;109.69;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.1.4;Autres produits de boulangerie;Non;1763873
2022-05-01;155.8;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.2;Tabac;Non;1763953
2022-05-01;105.04;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.1.2;Vêtements;Non;1763962
2022-05-01;112.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.2.2.0;Cordonnerie et location de chaussures;Non;1763978
2022-05-01;105.56;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.4.1;Alimentation en eau;Non;1763993
2022-05-01;98.18;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.6.2.3;Location de meubles et d'articles ménagers;Non;1764068
2022-05-01;111.08;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.1.2;Motocycles;Non;1764095
2022-05-01;129.06;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.2;Dépenses d'utilisation des véhicules;Non;1764099
2022-05-01;57.75;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;08.2.0.2;Téléphones portables;Non;1764140
2022-05-01;182.22;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.2.3.0;Entretien et réparation des autres biens durables de loisirs et culturels;Non;1764176
2022-05-01;109.67;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.4.9;Autres articles de papeterie et de dessin;Non;1764219
2022-05-01;165.01;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.6.0;Forfaits touristiques;Non;1764221
2022-05-01;107.53;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.3.1.2;Horlogerie et montres;Non;1764256
2022-05-01;121.35;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.4.0.3;Aides à domicile;Non;1764266
2022-05-01;161.0;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Énergie : Produits pétroliers;Non;1764295
2022-05-01;5.3;A;Indice CVS des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Ensemble;Non;1768558
2022-05-01;3.6;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Produits manufacturés hors habillement, biens durables et produits de santé;Non;1768586
2022-05-01;0.8;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Autres services;Non;1768633
2022-05-01;108.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Ensemble des produits;Non;1769691
2022-05-01;106.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Services;Non;1769703
2022-05-01;99.63;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Produits manufacturés hors habillement et chaussures;Non;10607638
2022-06-01;115.91;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;04;Logement, eau, gaz, électricité et autres combustibles;Non;1763372
2022-06-01;105.25;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;09;Loisirs et culture;Non;1763395
2022-06-01;157.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.5.4;Autres huiles alimentaires;Non;1763456
2022-06-01;138.23;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.6.2;Fruits surgelés;Non;1763459
2022-06-01;108.07;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.9.1;Sauces et condiments;Non;1763477
2022-06-01;106.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.3.1;Autres articles d'habillement;Non;1763517
2022-06-01;111.43;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.4.2;Réparation et location d'articles d'habillement;Non;1763521
2022-06-01;114.55;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.3.3.0;Réparation d'appareils ménagers;Non;1763599
2022-06-01;111.81;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.2.2.3;Autres carburants pour véhicules personnels;Non;1763658
2022-06-01;94.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;08;Communications;Non;1763683
2022-06-01;114.25;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11;Restaurants et hôtels;Non;1763781
2022-06-01;105.71;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11.1.2.0;Cantines;Non;1763787
2022-06-01;112.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Ensemble non alimentaire;Non;1763854
2022-06-01;103.27;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.2;Chaussures;Non;1763972
2022-06-01;102.32;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.2.1.1;Chaussures pour hommes;Non;1763974
2022-06-01;102.5;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.1.1.0;Loyers effectivement payés par les locataires;Non;1763982
2022-06-01;113.22;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.3.2.3;Services d'entretien pour les systèmes de chauffage;Non;1763989
2022-06-01;111.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.1.2;Tapis et revêtements de sol divers;Non;1764021
2022-06-01;110.82;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.4;Verrerie, vaisselle et ustensiles de ménage;Non;1764049
2022-06-01;103.8;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.5;Outillage et autre matériel pour la maison et le jardin;Non;1764054
2022-06-01;98.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.6.2.3;Location de meubles et d'articles ménagers;Non;1764068
2022-06-01;112.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.1.1.1;Automobiles neuves;Non;1764093
2022-06-01;108.5;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.2.4.3;Leçons de conduite, examen, permis et contrôle technique automobile;Non;1764114
2022-06-01;109.41;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.1;Transport ferroviaire de passagers;Non;1764116
2022-06-01;119.79;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.6;Services de transport divers;Non;1764130
2022-06-01;77.37;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.3.1;Ordinateurs personnels;Non;1764158
2022-06-01;105.05;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.1;Livres;Non;1764207
2022-06-01;105.32;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.1.2;Livres scolaires et parascolaires;Non;1764209
2022-06-01;113.29;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;11.1.1.1;Restaurants, cafés et établissements de danse;Non;1764233
2022-06-01;127.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;11.2.0.1;Hôtels, motels, auberges et hébergements similaires;Non;1764239
2022-06-01;112.79;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.1.1;Coiffure pour hommes et enfants;Non;1764245
2022-06-01;111.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.1.2;Coiffure pour femmes;Non;1764246
2022-06-01;111.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation : Autres produits alimentaires;Non;1764289
2022-06-01;2.7;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Produits manufacturés hors habillement et chaussures : var/mois corresp. De l’année préc.;Non;10607632
2022-06-01;0.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Produits manufacturés hors habillement et chaussures : variation / mois précédent;Non;10607634
2022-06-01;0.7;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation y compris tabac;Non;1768667
2022-06-01;156.87;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Tabac;Non;1769764
2022-07-01;93.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;03.1;Articles d'habillement;Non;1763370
2022-07-01;116.15;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.6.3;Fruits secs et fruits à coque;Non;1763460
2022-07-01;107.77;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.2.1.3;Cacao et chocolat en poudre;Non;1763486
2022-07-01;107.91;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.2.2.3;Jus de fruits et de légumes;Non;1763490
2022-07-01;96.54;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.3.1;Autres articles d'habillement;Non;1763517
2022-07-01;95.13;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.2;Chaussures;Non;1763522
2022-07-01;85.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.1.1.1;Appareils d'enregistrement et de reproduction du son;Non;1763701
2022-07-01;106.99;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.4.1.2 - Services récréatifs et sportifs;Participation;Non;1763747
2022-07-01;127.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.5.2.2;Revues et publications périodiques;Non;1763765
2022-07-01;118.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11;Restaurants et hôtels;Non;1763781
2022-07-01;117.22;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.2.7;Viande séchée, salée ou fumée;Non;1763885
2022-07-01;107.93;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.2.2.3;Jus de fruits et de légumes;Non;1763940
2022-07-01;102.64;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.2.4;Boissons à base de vin;Non;1763949
2022-07-01;155.84;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.2;Tabac;Non;1763953
2022-07-01;91.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.1.2;Vêtements;Non;1763962
2022-07-01;107.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.2.0.2;Linge de lit et accessoires de literie;Non;1764030
2022-07-01;94.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.3.1;Gros appareils ménagers, électriques ou non;Non;1764034
2022-07-01;114.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.6.2.1;Services domestiques fournis par du personnel salarié;Non;1764066
2022-07-01;108.8;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.2.1.2;Médecins spécialistes;Non;1764083
2022-07-01;107.71;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.1.3.0;Bicyclettes;Non;1764098
2022-07-01;109.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.2.1;Biens durables pour loisirs de plein air;Non;1764168
2022-07-01;113.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.3;Imprimés divers;Non;1764215
2022-07-01;106.28;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;11.1.2;Cantines;Non;1764235
2022-07-01;100.71;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.3.1;Articles de soins corporels non électriques;Non;1764251
2022-07-01;103.8;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.3.2.;Autres effets personnels;Non;1764258
2022-07-01;111.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.6.2;Autres services financiers n.c.a.;Non;1764275
2022-07-01;111.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.6.2.1;Frais de banques et de change;Non;1764276
2022-07-01;3.6;A;Indice d'inflation sous-jacente;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Produits manufacturés;Non;1768591
2022-07-01;4.3;A;Indice d'inflation sous-jacente;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble;Non;1768593
2022-07-01;17.2;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Services : Transports;Non;1768614
2022-07-01;0.1;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;;Ensemble;Non;1768617
2022-07-01;1.0;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation;Non;1768654
2022-07-01;111.86;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Autres produits alimentaires;Non;1769695
2022-07-01;109.42;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Services : Transports et communications;Non;1769706
2022-07-01;140.28;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Produits frais;Non;1769766
2022-08-01;118.2;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;01;Produits alimentaires et boissons non alcoolisées;Non;1763363
2022-08-01;119.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.2.7;Viande séchée, salée ou fumée;Non;1763435
2022-08-01;128.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.3.2;Poissons surgelés;Non;1763439
2022-08-01;117.43;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.6.3;Fruits secs et fruits à coque;Non;1763460
2022-08-01;123.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.7;Légumes;Non;1763462
2022-08-01;105.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.8.1;Sucre;Non;1763470
2022-08-01;116.72;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.4;Nettoyage, réparation et location d'articles d'habillement;Non;1763519
2022-08-01;131.16;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.5.4.9;Autres combustibles solides;Non;1763562
2022-08-01;108.61;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.1.3;Réparation de meubles, d'articles d'ameublement et de revêtements de sol;Non;1763576
2022-08-01;112.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.2;Articles de ménage en textiles;Non;1763578
2022-08-01;83.94;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.3.1.5;Matériel de nettoyage;Non;1763590
2022-08-01;102.94;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.5.1;Gros outillage et matériel;Non;1763606
